industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age
Ai,2018,Delhi,4,Series B,16.6,Vc,Small,Large,6
Edtech,2011,Chennai,1,Seed,11.1,Vc,Large,Large,13
Fintech,2010,Hyderabad,4,Series B,9.64,Vc,Small,Large,14
Fintech,2017,Chennai,3,Series A,14.32,Angel,Large,Large,7
Edtech,2019,Pune,2,Seed,12.91,Vc,Small,Medium,5
Healthtech,2010,Chennai,3,Series A,15.03,Vc,Small,Large,14
Edtech,2012,Bangalore,2,Seed,9.61,Vc,Medium,Medium,12
Edtech,2013,Chennai,2,Seed,14.53,Pe,Small,Medium,11
Saas,2014,Pune,3,Seed,19.43,Vc,Medium,Large,10
Fintech,2020,Bangalore,2,Seed,3.8,Angel,Large,Medium,4
Fintech,2012,Pune,4,Series A,1.24,Angel,Small,Small,12
Ai,2014,Delhi,4,Series B,11.5,Pe,Large,Large,10
E-Commerce,2011,Chennai,2,Seed,3.34,Vc,Large,Medium,13
Edtech,2012,Chennai,2,Series A,3.47,Angel,Medium,Medium,12
Edtech,2013,Mumbai,4,Series A,13.51,Angel,Small,Large,11
Healthtech,2016,Delhi,1,Series A,8.55,Angel,Large,Large,8
Fintech,2023,Chennai,2,Seed,0.84,Pe,Medium,Small,1
Healthtech,2013,Chennai,4,Seed,11.32,Angel,Small,Medium,11
Saas,2017,Mumbai,1,Seed,5.04,Vc,Small,Small,7
Ai,2021,Bangalore,1,Series A,8.79,Angel,Medium,Large,3
Healthtech,2018,Delhi,3,Series A,0.97,Vc,Small,Small,6
Fintech,2008,Mumbai,1,Seed,1.46,Vc,Medium,Small,16
Saas,2019,Delhi,2,Series A,3.99,Vc,Small,Small,5
Edtech,2018,Delhi,1,Seed,14.42,Pe,Medium,Large,6
Saas,2014,Bangalore,3,Series A,15.84,Angel,Small,Large,10
E-Commerce,2021,Bangalore,4,Series A,7.01,Vc,Large,Large,3
Healthtech,2018,Hyderabad,3,Series A,2.69,Pe,Large,Medium,6
Fintech,2020,Mumbai,4,Series A,18.74,Vc,Small,Large,4
Healthtech,2018,Pune,2,Seed,15.79,Angel,Medium,Large,6
Edtech,2010,Mumbai,4,Seed,3.46,Vc,Large,Medium,14
Edtech,2013,Delhi,1,Series A,4.69,Angel,Medium,Medium,11
Fintech,2009,Hyderabad,4,Series A,0.92,Angel,Large,Small,15
E-Commerce,2022,Hyderabad,1,Seed,18.04,Angel,Small,Large,2
Ai,2021,Delhi,3,Series B,18.68,Angel,Large,Large,3
Saas,2019,Bangalore,3,Seed,1.84,Angel,Large,Small,5
Saas,2023,Hyderabad,4,Seed,3.11,Vc,Large,Small,1
Edtech,2023,Mumbai,3,Seed,4.27,Angel,Small,Small,1
Healthtech,2014,Bangalore,3,Series B,3.78,Pe,Medium,Medium,10
Healthtech,2008,Chennai,3,Seed,18.82,Angel,Small,Large,16
E-Commerce,2020,Hyderabad,1,Series B,5.37,Vc,Small,Medium,4
Ai,2009,Delhi,4,Series A,7.62,Pe,Small,Medium,15
Healthtech,2016,Mumbai,1,Seed,1.56,Vc,Small,Small,8
Saas,2016,Hyderabad,4,Series A,12.64,Pe,Small,Large,8
Healthtech,2014,Delhi,1,Series B,5.47,Pe,Medium,Large,10
Ai,2009,Mumbai,2,Series A,5.05,Vc,Small,Medium,15
Saas,2012,Hyderabad,2,Seed,19.55,Angel,Medium,Large,12
Healthtech,2011,Mumbai,2,Seed,0.96,Vc,Large,Small,13
Saas,2009,Chennai,1,Seed,3.9,Angel,Large,Medium,15
Edtech,2009,Mumbai,4,Seed,10.36,Pe,Large,Large,15
Edtech,2017,Delhi,1,Seed,11.33,Pe,Small,Medium,7
E-Commerce,2015,Hyderabad,4,Series A,14.32,Vc,Small,Large,9
Edtech,2012,Delhi,2,Seed,4.34,Vc,Medium,Small,12
Healthtech,2015,Chennai,1,Seed,8.0,Angel,Medium,Medium,9
Ai,2009,Pune,4,Seed,5.89,Pe,Small,Small,15
Saas,2009,Bangalore,4,Series B,16.72,Angel,Small,Large,15
Fintech,2018,Mumbai,3,Series A,7.32,Angel,Medium,Large,6
Edtech,2018,Delhi,4,Series A,5.37,Angel,Medium,Medium,6
Edtech,2010,Pune,2,Seed,12.41,Vc,Large,Large,14
Fintech,2018,Hyderabad,1,Seed,2.33,Angel,Small,Small,6
Fintech,2017,Hyderabad,3,Series A,17.01,Pe,Large,Large,7
Healthtech,2015,Bangalore,2,Series A,5.72,Vc,Large,Large,9
Saas,2022,Hyderabad,1,Seed,16.52,Vc,Medium,Large,2
Edtech,2015,Chennai,1,Series A,19.83,Vc,Large,Large,9
Ai,2010,Bangalore,3,Seed,0.62,Vc,Medium,Small,14
Healthtech,2008,Chennai,2,Seed,4.0,Vc,Large,Medium,16
Healthtech,2014,Mumbai,1,Series A,14.99,Angel,Small,Large,10
Ai,2011,Chennai,3,Series B,1.84,Pe,Small,Small,13
Ai,2010,Mumbai,1,Seed,9.04,Angel,Large,Large,14
E-Commerce,2012,Chennai,1,Series A,3.18,Pe,Medium,Medium,12
Ai,2019,Bangalore,2,Series A,9.5,Angel,Medium,Large,5
Fintech,2023,Mumbai,2,Series A,0.45,Angel,Large,Small,1
Edtech,2023,Pune,1,Seed,3.18,Vc,Small,Small,1
E-Commerce,2013,Chennai,4,Series A,5.64,Pe,Small,Medium,11
Fintech,2023,Chennai,1,Series A,4.12,Vc,Medium,Medium,1
E-Commerce,2021,Hyderabad,4,Seed,7.35,Pe,Medium,Medium,3
Edtech,2008,Chennai,2,Series A,3.07,Vc,Medium,Medium,16
E-Commerce,2019,Hyderabad,1,Series A,16.45,Pe,Small,Large,5
Fintech,2019,Chennai,1,Seed,10.5,Angel,Large,Large,5
Saas,2023,Delhi,1,Seed,6.34,Vc,Medium,Medium,1
Edtech,2016,Hyderabad,3,Series A,6.04,Vc,Small,Medium,8
Healthtech,2013,Bangalore,3,Seed,5.03,Vc,Medium,Medium,11
Edtech,2010,Bangalore,2,Series A,10.2,Pe,Small,Large,14
Edtech,2008,Mumbai,1,Seed,10.72,Pe,Medium,Medium,16
Edtech,2020,Pune,1,Series A,19.83,Vc,Large,Large,4
Saas,2016,Pune,4,Series A,12.65,Angel,Small,Large,8
Fintech,2009,Bangalore,3,Series B,10.72,Angel,Medium,Large,15
Healthtech,2021,Mumbai,2,Seed,0.96,Pe,Large,Small,3
Fintech,2017,Bangalore,2,Seed,11.09,Pe,Small,Medium,7
E-Commerce,2013,Hyderabad,1,Series A,10.0,Vc,Large,Large,11
E-Commerce,2013,Delhi,1,Seed,17.95,Vc,Small,Large,11
E-Commerce,2019,Mumbai,3,Seed,14.51,Vc,Medium,Large,5
Fintech,2010,Delhi,4,Series B,9.7,Angel,Medium,Large,14
Ai,2018,Chennai,3,Seed,4.72,Pe,Medium,Small,6
Saas,2013,Chennai,2,Series A,14.35,Vc,Large,Large,11
Ai,2021,Delhi,3,Series A,5.88,Vc,Small,Medium,3
E-Commerce,2023,Hyderabad,3,Seed,7.19,Vc,Small,Medium,1
Saas,2009,Delhi,2,Series B,13.91,Vc,Small,Large,15
Fintech,2023,Delhi,2,Seed,6.39,Pe,Medium,Medium,1
E-Commerce,2015,Delhi,2,Seed,6.08,Angel,Small,Small,9
Fintech,2020,Mumbai,1,Seed,8.96,Pe,Small,Medium,4
Saas,2008,Mumbai,4,Series A,13.34,Vc,Large,Large,16
Fintech,2013,Delhi,1,Seed,18.85,Angel,Medium,Large,11
Fintech,2023,Pune,3,Series B,3.14,Pe,Large,Medium,1
Healthtech,2021,Hyderabad,4,Series A,5.2,Vc,Small,Medium,3
Ai,2008,Chennai,3,Series A,19.71,Pe,Large,Large,16
Ai,2016,Chennai,3,Seed,12.42,Vc,Medium,Large,8
Ai,2020,Chennai,1,Series A,0.39,Angel,Large,Small,4
Edtech,2020,Bangalore,4,Series A,17.91,Vc,Medium,Large,4
Healthtech,2016,Hyderabad,1,Seed,5.79,Angel,Large,Medium,8
E-Commerce,2013,Mumbai,2,Series A,11.09,Angel,Large,Large,11
E-Commerce,2013,Chennai,2,Series B,7.47,Angel,Medium,Large,11
E-Commerce,2016,Mumbai,1,Seed,3.65,Vc,Medium,Small,8
Ai,2021,Mumbai,1,Series A,12.12,Angel,Medium,Large,3
Ai,2012,Mumbai,1,Series B,4.46,Pe,Large,Large,12
Healthtech,2016,Pune,3,Seed,4.71,Pe,Small,Small,8
Fintech,2012,Mumbai,4,Seed,16.09,Pe,Large,Large,12
Ai,2021,Delhi,4,Series A,12.93,Pe,Large,Large,3
E-Commerce,2021,Mumbai,2,Series B,18.38,Pe,Small,Large,3
Fintech,2011,Bangalore,4,Series B,8.87,Vc,Large,Large,13
Ai,2009,Mumbai,4,Seed,10.2,Pe,Small,Medium,15
Saas,2009,Chennai,4,Series B,1.57,Angel,Medium,Small,15
Edtech,2022,Mumbai,3,Series A,7.32,Angel,Large,Large,2
Ai,2020,Chennai,2,Seed,1.17,Vc,Large,Small,4
Saas,2008,Mumbai,1,Series A,7.13,Angel,Medium,Large,16
Healthtech,2017,Hyderabad,4,Series A,8.29,Pe,Medium,Large,7
Saas,2021,Delhi,4,Series A,3.63,Vc,Medium,Medium,3
Healthtech,2023,Chennai,3,Seed,17.13,Pe,Small,Medium,1
Ai,2010,Bangalore,2,Seed,6.87,Pe,Medium,Medium,14
Healthtech,2008,Mumbai,4,Seed,1.28,Vc,Medium,Small,16
Saas,2020,Chennai,3,Series A,7.93,Angel,Medium,Large,4
Edtech,2013,Pune,1,Series B,11.05,Pe,Small,Large,11
Fintech,2021,Delhi,2,Seed,9.67,Angel,Medium,Medium,3
Fintech,2018,Pune,4,Series A,11.35,Angel,Small,Large,6
Edtech,2020,Mumbai,1,Seed,17.67,Pe,Medium,Large,4
E-Commerce,2014,Delhi,4,Seed,0.78,Vc,Medium,Small,10
Fintech,2016,Bangalore,2,Seed,15.83,Vc,Large,Large,8
Ai,2021,Chennai,3,Seed,7.64,Vc,Large,Medium,3
E-Commerce,2014,Bangalore,4,Series A,7.8,Angel,Small,Medium,10
Ai,2011,Delhi,2,Seed,11.89,Pe,Large,Large,13
Saas,2021,Hyderabad,3,Series A,11.95,Vc,Medium,Large,3
Saas,2011,Hyderabad,1,Series A,2.29,Pe,Medium,Small,13
E-Commerce,2015,Pune,4,Series B,12.75,Vc,Large,Large,9
E-Commerce,2011,Chennai,1,Seed,3.67,Angel,Large,Medium,13
E-Commerce,2008,Mumbai,4,Series A,6.04,Angel,Medium,Medium,16
E-Commerce,2023,Pune,2,Seed,9.77,Angel,Large,Large,1
Healthtech,2016,Bangalore,1,Seed,13.41,Pe,Medium,Large,8
E-Commerce,2010,Hyderabad,4,Seed,15.19,Vc,Small,Medium,14
E-Commerce,2021,Hyderabad,2,Seed,14.44,Vc,Medium,Large,3
Saas,2008,Mumbai,4,Seed,10.5,Pe,Large,Large,16
Ai,2016,Bangalore,3,Seed,3.57,Angel,Small,Small,8
Saas,2018,Delhi,2,Seed,13.6,Angel,Small,Medium,6
Fintech,2018,Pune,2,Series A,19.54,Vc,Medium,Large,6
Healthtech,2021,Hyderabad,4,Series A,16.36,Pe,Medium,Large,3
Healthtech,2022,Chennai,2,Seed,8.73,Pe,Small,Medium,2
Ai,2020,Chennai,1,Seed,9.29,Vc,Small,Medium,4
E-Commerce,2017,Delhi,4,Seed,19.1,Angel,Medium,Large,7
Saas,2021,Mumbai,3,Seed,1.54,Pe,Large,Small,3
Fintech,2017,Mumbai,2,Series B,11.94,Vc,Small,Large,7
Saas,2023,Pune,3,Series A,2.99,Pe,Large,Medium,1
E-Commerce,2023,Hyderabad,1,Seed,1.69,Pe,Medium,Small,1
E-Commerce,2012,Pune,2,Seed,5.83,Vc,Small,Small,12
Edtech,2019,Hyderabad,2,Seed,4.74,Pe,Medium,Small,5
Saas,2022,Hyderabad,4,Seed,1.1,Pe,Small,Small,2
Ai,2021,Delhi,3,Series A,17.09,Pe,Small,Large,3
Saas,2016,Delhi,4,Series A,16.74,Vc,Large,Large,8
Healthtech,2010,Hyderabad,3,Series A,13.68,Angel,Large,Large,14
Fintech,2013,Mumbai,4,Series A,15.41,Angel,Medium,Large,11
Ai,2018,Bangalore,3,Seed,1.52,Angel,Large,Small,6
Edtech,2019,Hyderabad,4,Seed,5.6,Pe,Large,Medium,5
Fintech,2018,Mumbai,2,Series A,11.91,Angel,Small,Large,6
Fintech,2019,Mumbai,2,Seed,17.86,Pe,Small,Large,5
Healthtech,2014,Chennai,3,Series A,14.2,Pe,Medium,Large,10
Healthtech,2012,Pune,4,Series A,0.55,Angel,Medium,Small,12
Healthtech,2019,Bangalore,3,Series B,4.93,Vc,Small,Medium,5
Ai,2015,Hyderabad,4,Series A,8.21,Pe,Medium,Large,9
Saas,2017,Bangalore,3,Series A,12.51,Pe,Medium,Large,7
Fintech,2023,Hyderabad,1,Series A,13.36,Angel,Small,Large,1
Saas,2013,Pune,2,Seed,12.3,Vc,Large,Large,11
Saas,2023,Bangalore,3,Series B,1.6,Vc,Large,Medium,1
Healthtech,2023,Bangalore,1,Series A,15.21,Vc,Medium,Large,1
Saas,2023,Mumbai,2,Series A,13.47,Pe,Small,Large,1
Fintech,2019,Bangalore,1,Seed,4.42,Angel,Medium,Small,5
Fintech,2013,Bangalore,4,Series B,10.03,Vc,Medium,Large,11
E-Commerce,2020,Pune,4,Seed,5.27,Pe,Large,Medium,4
Edtech,2014,Hyderabad,4,Series A,13.79,Pe,Large,Large,10
Ai,2015,Mumbai,3,Seed,4.48,Pe,Large,Medium,9
Saas,2019,Bangalore,1,Seed,0.6,Pe,Large,Small,5
Ai,2020,Mumbai,1,Seed,8.75,Vc,Medium,Medium,4
Ai,2009,Mumbai,4,Series A,1.05,Angel,Small,Small,15
Ai,2014,Delhi,3,Series A,1.06,Angel,Large,Small,10
E-Commerce,2016,Hyderabad,4,Seed,3.98,Angel,Medium,Small,8
Ai,2020,Delhi,3,Series A,14.48,Vc,Medium,Large,4
E-Commerce,2008,Mumbai,2,Series B,18.87,Vc,Small,Large,16
Fintech,2020,Pune,1,Series A,10.35,Vc,Large,Large,4
Saas,2023,Pune,3,Series A,13.62,Angel,Small,Large,1
E-Commerce,2022,Bangalore,4,Series A,1.18,Angel,Small,Small,2
Edtech,2019,Hyderabad,3,Series B,15.85,Angel,Small,Large,5
Ai,2008,Chennai,3,Series A,9.08,Angel,Small,Medium,16
Edtech,2014,Hyderabad,2,Series A,9.75,Pe,Small,Medium,10
Fintech,2020,Delhi,4,Seed,16.09,Pe,Large,Large,4
Fintech,2021,Hyderabad,1,Series A,2.51,Pe,Medium,Small,3
Healthtech,2012,Bangalore,3,Seed,9.22,Angel,Small,Medium,12
Ai,2008,Hyderabad,4,Series B,10.88,Pe,Large,Large,16
Healthtech,2021,Chennai,1,Seed,12.35,Vc,Medium,Large,3
Edtech,2023,Pune,3,Seed,14.21,Vc,Medium,Large,1
Saas,2022,Delhi,3,Seed,12.7,Pe,Medium,Large,2
Healthtech,2020,Delhi,4,Seed,16.98,Pe,Large,Large,4
Fintech,2008,Mumbai,1,Series B,19.64,Vc,Large,Large,16
Ai,2009,Delhi,1,Series B,0.53,Angel,Medium,Small,15
Edtech,2018,Chennai,2,Series B,8.38,Pe,Medium,Large,6
E-Commerce,2017,Chennai,2,Seed,8.3,Pe,Large,Large,7
Fintech,2016,Pune,4,Seed,15.06,Angel,Small,Medium,8
E-Commerce,2019,Delhi,1,Seed,5.95,Vc,Medium,Medium,5
Saas,2019,Pune,3,Series A,0.5,Angel,Large,Small,5
Ai,2010,Hyderabad,4,Seed,1.68,Pe,Small,Small,14
Saas,2016,Chennai,2,Series B,18.49,Pe,Small,Large,8
Saas,2013,Delhi,4,Series A,18.38,Pe,Large,Large,11
Ai,2020,Delhi,1,Seed,5.28,Pe,Medium,Medium,4
Ai,2017,Hyderabad,4,Series A,18.73,Vc,Small,Large,7
E-Commerce,2013,Pune,2,Seed,17.54,Angel,Small,Large,11
Saas,2014,Delhi,1,Seed,13.84,Vc,Medium,Large,10
Edtech,2017,Bangalore,3,Series A,5.04,Pe,Medium,Medium,7
E-Commerce,2018,Mumbai,2,Series A,2.54,Vc,Small,Small,6
Ai,2015,Chennai,2,Series B,3.52,Angel,Small,Medium,9
Fintech,2018,Hyderabad,2,Seed,4.12,Vc,Medium,Small,6
E-Commerce,2022,Hyderabad,4,Seed,16.18,Pe,Large,Large,2
Healthtech,2010,Mumbai,2,Series A,6.55,Angel,Large,Large,14
Edtech,2015,Bangalore,4,Seed,13.62,Vc,Large,Large,9
E-Commerce,2022,Mumbai,4,Seed,15.41,Angel,Small,Medium,2
Ai,2013,Delhi,1,Series A,8.78,Vc,Large,Large,11
Ai,2013,Pune,1,Series A,4.44,Pe,Large,Medium,11
Edtech,2018,Hyderabad,2,Series A,9.6,Vc,Small,Medium,6
Healthtech,2021,Pune,4,Series B,2.86,Angel,Large,Medium,3
E-Commerce,2010,Pune,3,Seed,16.35,Vc,Small,Medium,14
E-Commerce,2023,Pune,4,Series A,16.17,Angel,Large,Large,1
Saas,2013,Pune,1,Seed,18.69,Angel,Large,Large,11
Fintech,2018,Delhi,1,Series B,16.27,Vc,Large,Large,6
Ai,2020,Hyderabad,4,Series B,13.05,Pe,Large,Large,4
E-Commerce,2015,Pune,4,Series A,7.68,Pe,Small,Medium,9
E-Commerce,2020,Hyderabad,4,Series A,10.03,Pe,Large,Large,4
E-Commerce,2014,Pune,3,Series A,3.89,Vc,Large,Medium,10
Healthtech,2017,Delhi,4,Seed,13.54,Vc,Small,Medium,7
Fintech,2022,Mumbai,2,Seed,16.73,Pe,Large,Large,2
E-Commerce,2017,Pune,2,Seed,14.0,Pe,Medium,Large,7
Edtech,2014,Chennai,1,Seed,19.15,Angel,Large,Large,10
Ai,2010,Chennai,3,Series A,19.47,Angel,Medium,Large,14
Saas,2017,Mumbai,3,Seed,13.99,Vc,Large,Large,7
Edtech,2021,Bangalore,1,Seed,14.97,Pe,Small,Medium,3
Ai,2010,Mumbai,2,Seed,6.68,Angel,Medium,Medium,14
Healthtech,2012,Mumbai,2,Series A,1.09,Pe,Large,Small,12
Fintech,2019,Mumbai,3,Series A,17.2,Vc,Small,Large,5
Fintech,2012,Chennai,4,Seed,13.82,Vc,Small,Medium,12
Ai,2016,Hyderabad,4,Seed,19.3,Vc,Small,Large,8
Edtech,2020,Bangalore,3,Series A,0.21,Pe,Large,Small,4
Saas,2016,Bangalore,3,Seed,14.37,Angel,Large,Large,8
Healthtech,2017,Bangalore,3,Series A,5.51,Vc,Small,Medium,7
Ai,2012,Delhi,3,Series A,9.0,Pe,Small,Medium,12
Healthtech,2019,Pune,3,Seed,9.14,Vc,Medium,Medium,5
Fintech,2021,Mumbai,3,Series B,0.91,Pe,Medium,Small,3
E-Commerce,2012,Hyderabad,3,Seed,17.07,Vc,Medium,Large,12
E-Commerce,2013,Hyderabad,3,Series A,1.95,Angel,Medium,Small,11
Saas,2020,Delhi,4,Series A,19.07,Pe,Small,Large,4
Healthtech,2020,Chennai,1,Seed,11.51,Pe,Medium,Medium,4
Ai,2015,Delhi,2,Series A,5.64,Angel,Small,Medium,9
Saas,2013,Delhi,1,Series A,12.85,Vc,Large,Large,11
Edtech,2021,Mumbai,1,Series B,18.56,Pe,Medium,Large,3
E-Commerce,2018,Chennai,3,Series A,15.66,Pe,Large,Large,6
Ai,2020,Pune,3,Seed,3.48,Angel,Medium,Small,4
Healthtech,2020,Pune,3,Series B,6.34,Vc,Medium,Large,4
Saas,2023,Delhi,1,Seed,2.35,Vc,Small,Small,1
Ai,2019,Pune,4,Series B,14.68,Pe,Medium,Large,5
Saas,2021,Hyderabad,3,Series A,4.18,Vc,Medium,Medium,3
Saas,2023,Mumbai,3,Series A,14.96,Pe,Small,Large,1
Saas,2013,Pune,2,Seed,2.81,Angel,Small,Small,11
Healthtech,2016,Chennai,4,Series A,15.3,Angel,Large,Large,8
Ai,2008,Hyderabad,3,Series B,10.39,Pe,Large,Large,16
Fintech,2021,Bangalore,4,Series A,16.81,Vc,Large,Large,3
Fintech,2011,Mumbai,2,Series A,10.47,Angel,Small,Large,13
Healthtech,2023,Hyderabad,1,Seed,5.12,Vc,Medium,Medium,1
Healthtech,2017,Delhi,2,Seed,13.68,Pe,Small,Medium,7
E-Commerce,2020,Delhi,4,Seed,6.15,Pe,Small,Small,4
Saas,2017,Mumbai,3,Seed,2.02,Angel,Large,Small,7
Ai,2019,Chennai,3,Seed,16.57,Vc,Small,Medium,5
Ai,2009,Delhi,2,Series B,14.64,Vc,Medium,Large,15
Edtech,2016,Hyderabad,2,Seed,1.34,Angel,Large,Small,8
Edtech,2010,Bangalore,4,Series A,18.55,Pe,Large,Large,14
Fintech,2017,Chennai,4,Seed,4.23,Angel,Large,Medium,7
Edtech,2018,Mumbai,4,Series B,14.92,Pe,Medium,Large,6
Edtech,2009,Delhi,3,Series A,0.63,Pe,Small,Small,15
Fintech,2015,Chennai,2,Seed,9.68,Pe,Large,Large,9
E-Commerce,2011,Bangalore,4,Series A,5.28,Vc,Small,Medium,13
Fintech,2018,Chennai,2,Series A,11.19,Pe,Large,Large,6
Edtech,2009,Chennai,3,Seed,5.55,Vc,Medium,Medium,15
Ai,2011,Mumbai,1,Series A,10.04,Angel,Small,Medium,13
Edtech,2014,Bangalore,4,Seed,0.42,Pe,Medium,Small,10
Saas,2022,Bangalore,1,Seed,18.18,Pe,Small,Large,2
Saas,2021,Chennai,3,Seed,16.21,Pe,Large,Large,3
Saas,2023,Delhi,2,Series B,0.69,Angel,Large,Small,1
E-Commerce,2014,Chennai,1,Series B,19.73,Vc,Medium,Large,10
Healthtech,2008,Hyderabad,2,Series B,18.57,Vc,Large,Large,16
Saas,2020,Delhi,4,Seed,13.26,Angel,Large,Large,4
Ai,2019,Mumbai,4,Series B,8.0,Angel,Large,Large,5
E-Commerce,2019,Bangalore,3,Series A,17.7,Pe,Medium,Large,5
Healthtech,2008,Pune,4,Seed,17.19,Vc,Small,Large,16
Healthtech,2010,Delhi,2,Seed,8.54,Vc,Small,Medium,14
Saas,2009,Mumbai,4,Series A,14.16,Pe,Large,Large,15
Edtech,2010,Chennai,1,Seed,16.25,Angel,Medium,Large,14
Fintech,2023,Mumbai,2,Series A,16.39,Angel,Medium,Large,1
Edtech,2011,Hyderabad,4,Series A,19.48,Vc,Large,Large,13
Edtech,2021,Pune,1,Series A,16.04,Vc,Medium,Large,3
Healthtech,2014,Mumbai,2,Series B,11.18,Vc,Large,Large,10
Healthtech,2009,Pune,1,Seed,16.12,Pe,Medium,Large,15
E-Commerce,2014,Pune,2,Seed,6.18,Pe,Medium,Medium,10
E-Commerce,2022,Delhi,1,Series A,5.09,Pe,Medium,Medium,2
Healthtech,2012,Bangalore,1,Series A,6.06,Vc,Medium,Medium,12
Ai,2022,Delhi,4,Series A,10.98,Vc,Small,Large,2
Ai,2023,Delhi,3,Seed,11.85,Angel,Large,Large,1
Fintech,2015,Bangalore,4,Seed,6.54,Vc,Large,Medium,9
Healthtech,2015,Hyderabad,2,Series A,9.74,Pe,Large,Large,9
Saas,2012,Delhi,1,Seed,11.63,Angel,Small,Medium,12
E-Commerce,2017,Bangalore,2,Series A,5.69,Pe,Medium,Medium,7
Healthtech,2015,Bangalore,4,Seed,1.32,Angel,Large,Small,9
Ai,2019,Delhi,2,Series A,2.29,Vc,Large,Medium,5
Healthtech,2021,Pune,4,Seed,12.33,Vc,Medium,Large,3
Ai,2016,Bangalore,4,Seed,18.45,Pe,Medium,Large,8
Healthtech,2014,Pune,3,Series A,9.02,Angel,Large,Large,10
Saas,2013,Chennai,4,Series A,10.27,Vc,Medium,Large,11
Fintech,2014,Delhi,1,Seed,1.0,Pe,Small,Small,10
Saas,2014,Pune,4,Seed,19.06,Angel,Medium,Large,10
Ai,2010,Hyderabad,4,Series A,17.19,Vc,Large,Large,14
E-Commerce,2013,Chennai,1,Series A,9.86,Angel,Small,Medium,11
E-Commerce,2013,Hyderabad,4,Series A,17.67,Vc,Medium,Large,11
Edtech,2018,Pune,2,Seed,8.85,Angel,Medium,Medium,6
Saas,2016,Delhi,3,Seed,9.26,Vc,Medium,Medium,8
Healthtech,2008,Mumbai,1,Seed,13.72,Pe,Medium,Large,16
Fintech,2020,Bangalore,1,Seed,6.6,Angel,Small,Small,4
Healthtech,2023,Chennai,2,Seed,17.65,Pe,Small,Large,1
Healthtech,2014,Delhi,1,Series B,4.43,Pe,Large,Large,10
Saas,2023,Bangalore,2,Seed,19.22,Pe,Small,Large,1
Fintech,2008,Pune,1,Seed,18.55,Pe,Small,Large,16
Edtech,2017,Mumbai,4,Seed,7.04,Vc,Medium,Medium,7
Healthtech,2020,Hyderabad,1,Series B,13.28,Vc,Medium,Large,4
Fintech,2023,Delhi,3,Series B,10.03,Vc,Medium,Large,1
Edtech,2011,Delhi,1,Series A,11.77,Vc,Large,Large,13
Healthtech,2020,Pune,1,Seed,3.62,Angel,Small,Small,4
Fintech,2014,Mumbai,3,Seed,15.02,Angel,Small,Medium,10
Saas,2013,Hyderabad,1,Seed,10.3,Angel,Small,Medium,11
E-Commerce,2013,Delhi,2,Seed,2.26,Vc,Large,Small,11
E-Commerce,2012,Pune,2,Series A,16.03,Vc,Medium,Large,12
Healthtech,2018,Bangalore,3,Series B,18.06,Pe,Large,Large,6
Healthtech,2014,Pune,4,Seed,0.32,Angel,Medium,Small,10
Fintech,2016,Mumbai,1,Seed,16.18,Pe,Large,Large,8
E-Commerce,2021,Delhi,3,Series B,11.43,Pe,Large,Large,3
Healthtech,2013,Pune,3,Series A,1.2,Vc,Small,Small,11
Edtech,2017,Hyderabad,1,Series B,9.02,Vc,Large,Large,7
Healthtech,2014,Chennai,4,Series B,8.43,Pe,Small,Large,10
E-Commerce,2016,Delhi,1,Seed,4.0,Vc,Small,Small,8
Ai,2014,Hyderabad,1,Series A,7.33,Angel,Small,Medium,10
E-Commerce,2013,Mumbai,3,Series A,10.16,Vc,Medium,Large,11
Edtech,2010,Hyderabad,4,Series A,11.07,Angel,Small,Large,14
Fintech,2021,Hyderabad,3,Seed,3.09,Angel,Large,Small,3
Edtech,2008,Mumbai,4,Series A,11.81,Pe,Large,Large,16
Ai,2017,Chennai,4,Series A,5.28,Angel,Medium,Medium,7
Ai,2023,Pune,3,Seed,3.43,Vc,Large,Medium,1
Healthtech,2023,Bangalore,4,Seed,6.75,Pe,Small,Small,1
Healthtech,2016,Chennai,1,Seed,12.81,Pe,Small,Medium,8
E-Commerce,2014,Bangalore,3,Series A,19.2,Pe,Large,Large,10
Saas,2022,Bangalore,3,Seed,16.53,Pe,Medium,Large,2
Edtech,2010,Bangalore,1,Seed,17.33,Pe,Large,Large,14
E-Commerce,2017,Delhi,4,Seed,4.49,Pe,Medium,Small,7
Saas,2023,Chennai,4,Series A,9.34,Vc,Large,Large,1
E-Commerce,2016,Hyderabad,4,Seed,9.04,Vc,Large,Large,8
Ai,2010,Delhi,1,Seed,9.32,Pe,Large,Large,14
Healthtech,2010,Mumbai,3,Series B,4.15,Angel,Large,Large,14
Healthtech,2020,Mumbai,2,Seed,16.9,Angel,Medium,Large,4
E-Commerce,2021,Bangalore,3,Seed,6.77,Pe,Medium,Medium,3
Healthtech,2014,Delhi,2,Seed,9.59,Vc,Small,Medium,10
Fintech,2009,Pune,3,Seed,7.38,Vc,Small,Medium,15
E-Commerce,2017,Pune,2,Seed,7.08,Pe,Medium,Medium,7
Ai,2021,Delhi,1,Series A,12.36,Angel,Small,Large,3
E-Commerce,2014,Mumbai,4,Seed,19.86,Vc,Large,Large,10
E-Commerce,2014,Hyderabad,1,Series A,17.72,Vc,Medium,Large,10
Healthtech,2008,Chennai,4,Seed,18.57,Angel,Small,Large,16
